season,player,team,votes
1993,Jamie Elliott,Lions,2
1993,Brent Heaver,Blues,2
1993,Brett Allison,Kangaroos,2
1993,Craig Lambert,Tigers,2
1993,Greg Dear,Hawks,2
1993,Dale Weightman,Tigers,2
1993,Shane Kerrison,Magpies,2
1993,Chris McDermott,Crows,2
1993,Dwayne Lamb,Eagles,2
1993,Matt Clape,Eagles,2
1993,David Johnston,Lions,2
1993,Leigh Willison,Cats,2
1993,Craig Devonport,Saints,2
1993,Brodie Atkinson,Saints,2
1993,John McCarthy,Lions,2
1993,Brendan Krummel,Eagles,2
1993,Peter Daicos,Magpies,2
1993,Andrew Jarman,Crows,1
1993,Anthony Stevens,Kangaroos,1
1993,Jamie Lawson,Swans,1
1993,Paul Bulluss,Tigers,1
1993,Frank Bizzotto,Lions,1
1993,Peter Wilson,Eagles,1
1993,Adrian Hickmott,Cats,1
1993,Steven Hocking,Cats,1
1993,Paul Bryce,Swans,1
1993,Troy Clarke,Bears,1
1993,Peter Rohde,Demons,1
1993,Glenn Archer,Kangaroos,1
1993,Justin Peckett,Saints,1
1993,Michael Long,Bombers,1
1993,Tim Watson,Bombers,1
1993,Chris Bond,Tigers,1
1993,Chris Naish,Tigers,1
1993,Joe Misiti,Bombers,1
1993,Craig O'Brien,Saints,1
1993,Martin Pike,Demons,1
1993,Matthew Febey,Demons,1
1993,Jamie Shanahan,Saints,1
1993,Nathan Bower,Tigers,1
1993,Neil Brunton,Swans,1
1993,Rohan Welsh,Blues,1
1993,Brett Heady,Eagles,1
1993,Michael Symons,Bombers,1
1993,Damen Shaw,Saints,1
1993,Mark Zanotti,Lions,1
1993,Simon Hawking,Lions,1
1993,Gary Pert,Magpies,1
1993,Michael Voss,Bears,1
1993,Craig Starcevich,Magpies,1
1993,Ben Hart,Crows,1
1993,Gary Ayres,Hawks,1
1994,Greg Williams W,Blues,30
1994,Peter Matera,Eagles,28
1994,Garry Hocking,Cats,20
1994,Wayne Schwass,Kangaroos,19
1994,Damian Monkhorst,Magpies,17
1994,Tony Liberatore,Bulldogs,16
1994,Chris Grant,Bulldogs,15
1994,Wayne Carey,Kangaroos,15
1994,David Schwarz,Demons,15
1994,John Platten,Hawks,14
1994,Shaun Rehn,Crows,13
1994,Leon Cameron,Bulldogs,13
1994,Jason Dunstall,Hawks,12
1994,Justin Madden,Blues,12
1994,Glen Jakovich,Eagles,12
1994,Daniel Southern,Bulldogs,12
1994,Darren Jarman,Hawks,11
1994,Ashley McIntosh,Eagles,11
1994,Paul Kelly,Swans,11
1994,Stephen Tingay,Demons,11
1994,Tony Francis,Magpies,11
1994,Chris Langford,Hawks,11
1994,Michael Mansfield,Cats,11
1994,Garry Lyon,Demons,10
1994,Paul Broderick,Tigers,10
1994,Paul Couch,Cats,9
1994,Sean Denham,Bombers,9
1994,Craig Sholl,Kangaroos,9
1994,Gary Ablett,Cats,9
1994,Brendon Gale,Tigers,9
1994,John Barnes,Cats,9
1994,Ilija Grgic,Bulldogs,9
1994,Craig Lambert,Bears,9
1994,Tony McGuinness,Crows,8
1994,Chris Bond,Tigers,8
1994,John Longmire,Kangaroos,8
1994,Matthew Knights,Tigers,8
1994,Jamie Lawson,Swans,7
1994,Jim Stynes,Demons,7
1994,Peter Filandia,Swans,7
1994,Tony Lockett,Saints,7
1994,David Hart,Eagles,7
1994,Corey McKernan,Kangaroos,7
1994,Matt Armstrong,Lions,7
1994,Chris Naish,Tigers,7
1994,Shane Crawford,Hawks,7
1994,Nathan Buckley,Magpies,7
1994,Greg Anderson,Crows,7
1994,Alastair Lynch,Bears,7
1994,Brett Lovett,Demons,6
1994,Barry Mitchell,Blues,6
1994,Darren Bewick,Bombers,6
1994,Gavin Wanganeen,Bombers,6
1994,Glenn Lovett,Demons,6
1994,Paul Roos,Lions,6
1994,Mil Hanna,Blues,6
1994,Stephen Silvagni,Blues,6
1994,Brett Allison,Kangaroos,6
1994,James Hird,Bombers,6
1994,Chris Mainwaring,Eagles,6
1994,Adrian Fletcher,Bears,6
1994,Matthew Clarke,Bears,6
1994,Andrew Jarman,Crows,5
1994,Simon Minton-Connell,Swans,5
1994,Gary O'Donnell,Bombers,5
1994,Alex Ishchenko,Kangaroos,5
1994,Michael Gale,Tigers,5
1994,Mark Ricciuto,Crows,5
1994,Don Pyke,Eagles,5
1994,Matthew Richardson,Tigers,5
1994,Dean Kemp,Eagles,5
1994,Anthony McGregor,Lions,5
1994,Ang Christou,Blues,5
1994,Peter Sartori,Lions,5
1994,Stephen Kernahan,Blues,5
1994,Tony Free,Tigers,5
1994,Nicky Winmar,Saints,5
1994,Richard Champion,Bears,5
1994,Stewart Loewe,Saints,4
1994,Darren Crocker,Kangaroos,4
1994,Craig Bradley,Blues,4
1994,Gavin Crosisca,Magpies,4
1994,Michael McGuane,Magpies,4
1994,Dean McRae,Swans,4
1994,Guy McKenna,Eagles,4
1994,Craig O'Brien,Saints,4
1994,Mark Bairstow,Cats,4
1994,Brad Boyd,Lions,4
1994,Gavin Brown,Magpies,4
1994,Nathan Burke,Saints,4
1994,Scott Watters,Swans,4
1994,Dean Laidley,Kangaroos,4
1994,Gilbert McAdam,Bears,4
1994,Mark Hunter,Bulldogs,3
1994,Doug Hawkins,Bulldogs,3
1994,Tony Modra,Crows,3
1994,Scott Cummings,Bombers,3
1994,Peter Wilson,Eagles,3
1994,Ben Allan,Hawks,3
1994,John Blakey,Kangaroos,3
1994,Lazar Vidovic,Saints,3
1994,Andrew Gowers,Hawks,3
1994,Matthew Croft,Bulldogs,3
1994,Ricky Olarenshaw,Bombers,3
1994,Tim McGrath,Cats,3
1994,Mark Bayes,Swans,3
1994,Andrew McKay,Blues,3
1994,Anthony Koutoufides,Blues,3
1994,Glenn Archer,Kangaroos,3
1994,Sean Wight,Demons,3
1994,Ray Jencke,Hawks,3
1994,Daryn Cresswell,Swans,3
1994,Damien Hardwick,Bombers,3
1994,Ross Lyon,Lions,3
1994,Adrian Gleeson,Blues,3
1994,Jim Wynd,Lions,3
1994,Chris Johnson,Lions,3
1994,David Calthorpe,Bombers,3
1994,Sean Charles,Demons,3
1994,Nathan Bower,Tigers,3
1994,Jason Taylor,Hawks,3
1994,Bill Brownless,Cats,3
1994,Michael Symons,Bombers,3
1994,Martin McKinnon,Crows,3
1994,Peter Dean,Blues,3
1994,Damian Houlihan,Magpies,3
1994,Stephen Paxman,Lions,3
1994,Craig Devonport,Saints,3
1994,John McCarthy,Lions,3
1994,Stephen Wallis,Bulldogs,3
1994,Simon Atkins,Bulldogs,3
1994,Marcus Ashcroft,Bears,3
1994,Troy Clarke,Bears,3
1994,Rod Keogh,Saints,2
1994,David Neitz,Demons,2
1994,Anthony Stevens,Kangaroos,2
1994,Jayson Daniels,Swans,2
1994,Dale Lewis,Swans,2
1994,Jason Ball,Eagles,2
1994,Sean Wellman,Crows,2
1994,Andrew Wills,Cats,2
1994,Robert Harvey,Saints,2
1994,Darren Kappler,Swans,2
1994,Tony Shaw,Magpies,2
1994,Todd Viney,Demons,2
1994,Kevin Dyson,Demons,2
1994,Graham Wright,Magpies,2
1994,Duncan Kellaway,Tigers,2
1994,Saverio Rocca,Magpies,2
1994,Matthew Febey,Demons,2
1994,Shayne Breuer,Cats,2
1994,Stephen Lawrence,Hawks,2
1994,Fraser Brown,Blues,2
1994,Jamie Tape,Tigers,2
1994,Chris McDermott,Crows,2
1994,David Grant,Saints,2
1994,Mark Bickley,Crows,2
1994,Anthony Lovell,Demons,2
1994,Wayne Weidemann,Crows,2
1994,Derek Kickett,Swans,2
1994,Scott West,Bulldogs,2
1994,Daniel Craven,Bears,2
1994,Darryl White,Bears,2
1994,Craig Starcevich,Bears,2
1994,Mark Graham,Hawks,1
1994,Tim Darcy,Cats,1
1994,Jason McCartney,Magpies,1
1994,Paul Hudson,Hawks,1
1994,Anthony Rock,Kangaroos,1
1994,Brett Spinks,Eagles,1
1994,Brian Leys,Tigers,1
1994,Allen Jakovich,Demons,1
1994,Chris Lewis,Eagles,1
1994,Matthew Hogg,Blues,1
1994,Matthew Rogers,Tigers,1
1994,Michael Dunstan,Lions,1
1994,Ken Hinkley,Cats,1
1994,Ryan Turnbull,Eagles,1
1994,Dean Anderson,Saints,1
1994,Paul Williams,Magpies,1
1994,Shane Watson,Magpies,1
1994,Matthew Liptak,Crows,1
1994,Ben Doolan,Bombers,1
1994,Mark Harvey,Bombers,1
1994,Shane Tongerie,Crows,1
1994,Graeme Yeats,Demons,1
1994,Jason Mooney,Swans,1
1994,David Pittman,Crows,1
1994,Kieran Sporn,Lions,1
1994,Mark Fraser,Magpies,1
1994,James Cook,Blues,1
1994,Che Cockatoo-Collins,Bombers,1
1994,Damen Shaw,Saints,1
1994,Andrew Tranquilli,Magpies,1
1994,Andrew Collins,Hawks,1
1994,Peter Mann,Kangaroos,1
1994,Mark Zanotti,Lions,1
1994,Jeff Hilton,Demons,1
1994,Trent Nichols,Kangaroos,1
1994,Richard Osborne,Bulldogs,1
1994,Barry Standfield,Bulldogs,1
1994,Luke Beveridge,Bulldogs,1
1994,Michael McLean,Bears,1
1994,Damian Bourke,Bears,1
1994,Chris Scott,Bears,1
1994,Scott McIvor,Bears,1
1995,Paul Kelly W,Swans,21
1995,Darren Jarman,Hawks,18
1995,Garry Hocking,Cats,17
1995,Paul Couch,Cats,16
1995,Robert Harvey,Saints,16
1995,Michael Long,Bombers,16
1995,Matthew Knights,Tigers,16
1995,Jim Stynes,Demons,15
1995,Wayne Carey,Kangaroos,14
1995,Tony Liberatore,Bulldogs,14
1995,Scott Chisholm,Dockers,13
1995,Andrew Jarman,Crows,13
1995,Stewart Loewe,Saints,13
1995,Peter Matera,Eagles,13
1995,Wayne Schwass,Kangaroos,13
1995,Michael Voss,Bears,13
1995,Anthony Koutoufides,Blues,12
1995,Peter Somerville,Bombers,12
1995,Rohan Smith,Bulldogs,12
1995,Gilbert McAdam,Bears,12
1995,Peter Riccardi,Cats,10
1995,Craig Bradley,Blues,10
1995,Chris Waterman,Eagles,10
1995,Wayne Campbell,Tigers,10
1995,Shane Crawford,Hawks,10
1995,Paul Broderick,Tigers,10
1995,Nathan Burke,Saints,10
1995,Nicky Winmar,Saints,10
1995,Ben Allan,Dockers,9
1995,Gary Ablett,Cats,9
1995,Chris Bond,Tigers,9
1995,Garry Lyon,Demons,9
1995,Glen Jakovich,Eagles,9
1995,Matt Clape,Blues,9
1995,John Barnes,Cats,9
1995,Scott Wynd,Bulldogs,9
1995,Scott West,Bulldogs,9
1995,Matthew Clarke,Bears,9
1995,David Neitz,Demons,8
1995,Jason Ball,Eagles,8
1995,Shaun McManus,Dockers,8
1995,Sean Denham,Bombers,8
1995,Earl Spalding,Blues,8
1995,Matt Armstrong,Kangaroos,8
1995,Shayne Breuer,Cats,8
1995,Stephen Kernahan,Blues,8
1995,Shaun Smith,Demons,7
1995,Simon Tregenza,Crows,7
1995,Tony Lockett,Swans,7
1995,Darren Kappler,Swans,7
1995,Mark Bayes,Swans,7
1995,Gavin Wanganeen,Bombers,7
1995,Saverio Rocca,Magpies,7
1995,Mil Hanna,Blues,7
1995,Ang Christou,Blues,7
1995,James Hird,Bombers,7
1995,Nathan Buckley,Magpies,7
1995,Leon Cameron,Bulldogs,7
1995,Adrian Fletcher,Bears,7
1995,Nick Holland,Hawks,6
1995,Anthony Stevens,Kangaroos,6
1995,Dale Lewis,Swans,6
1995,Doug Hawkins,Lions,6
1995,John Blakey,Kangaroos,6
1995,Chris Lewis,Eagles,6
1995,Greg Williams,Blues,6
1995,Matthew Richardson,Tigers,6
1995,Paul Williams,Magpies,6
1995,Steven Alessio,Bombers,6
1995,Dean McRae,Swans,6
1995,David Pittman,Crows,6
1995,Scott Russell,Magpies,6
1995,Andrew Dunkley,Swans,6
1995,Simon Atkins,Lions,6
1995,John Platten,Hawks,5
1995,David Hart,Eagles,5
1995,Gavin Crosisca,Magpies,5
1995,Michael Gale,Tigers,5
1995,Mark Ricciuto,Crows,5
1995,Graham Wright,Magpies,5
1995,Todd Ridley,Dockers,5
1995,Scott Camporeale,Blues,5
1995,Brendon Gale,Tigers,5
1995,Craig Turley,Eagles,5
1995,Fraser Brown,Blues,5
1995,Mark Zanotti,Lions,5
1995,Jeff Hilton,Demons,5
1995,Scott Watters,Dockers,5
1995,Barry Standfield,Bulldogs,5
1995,Andrew McKay,Blues,4
1995,Brad Pearce,Blues,4
1995,Mark Mercuri,Bombers,4
1995,Stuart Wigney,Tigers,4
1995,Kevin Dyson,Demons,4
1995,Brayden Lyle,Eagles,4
1995,Dustin Fletcher,Bombers,4
1995,Guy McKenna,Eagles,4
1995,Gavin Rose,Swans,4
1995,Brad Boyd,Lions,4
1995,Brett Heady,Eagles,4
1995,Peter Dean,Blues,4
1995,Matthew Burton,Dockers,4
1995,Ross Smith,Kangaroos,4
1995,Anthony Lovell,Demons,4
1995,Greg Anderson,Crows,4
1995,Adrian Hickmott,Cats,3
1995,Anthony Ingerson,Crows,3
1995,Corey McKernan,Kangaroos,3
1995,Barry Mitchell,Blues,3
1995,David King,Kangaroos,3
1995,Tim McGrath,Cats,3
1995,Darren Bewick,Bombers,3
1995,Jarrod Molloy,Lions,3
1995,Todd Viney,Demons,3
1995,Leigh Tudor,Cats,3
1995,Glenn Lovett,Demons,3
1995,Daryn Cresswell,Swans,3
1995,David Bourke,Tigers,3
1995,Dean Kemp,Eagles,3
1995,Damian Monkhorst,Magpies,3
1995,Scott Turner,Tigers,3
1995,David Calthorpe,Bombers,3
1995,Ed Considine,Swans,3
1995,Nathan Bower,Tigers,3
1995,Jason Taylor,Hawks,3
1995,Michael Mansfield,Cats,3
1995,Martin McKinnon,Crows,3
1995,Chris McDermott,Crows,3
1995,Peter Mann,Dockers,3
1995,Brett James,Magpies,3
1995,Mark Bickley,Crows,3
1995,Derek Kickett,Swans,3
1995,Dean Laidley,Kangaroos,3
1995,Tyson Lane,Bulldogs,3
1995,Kym Koster,Bulldogs,3
1995,Richard Champion,Bears,3
1995,Troy Clarke,Bears,3
1995,Nigel Lappin,Bears,3
1995,Tony Modra,Crows,2
1995,Darrin Pritchard,Hawks,2
1995,Danny Morgan,Bombers,2
1995,Winston Abraham,Dockers,2
1995,Paul Symmons,Eagles,2
1995,Michael Martyn,Kangaroos,2
1995,Stephen O'Reilly,Dockers,2
1995,Brett Cook,Lions,2
1995,Peter Everitt,Saints,2
1995,Craig Burrows,Dockers,2
1995,Matthew Capuano,Kangaroos,2
1995,Ricky Olarenshaw,Bombers,2
1995,Nigel Smart,Crows,2
1995,Ken Hinkley,Cats,2
1995,Ben Graham,Cats,2
1995,Shayne Stevenson,Hawks,2
1995,Jason Dunstall,Hawks,2
1995,Paul Roos,Swans,2
1995,Dean Irving,Demons,2
1995,Duncan Kellaway,Tigers,2
1995,Paul Dear,Hawks,2
1995,Justin Madden,Blues,2
1995,Chris Langford,Hawks,2
1995,David Hynes,Eagles,2
1995,Dean Rice,Blues,2
1995,Rod Jameson,Crows,2
1995,Che Cockatoo-Collins,Bombers,2
1995,Dermott Brereton,Magpies,2
1995,Michael Sexton,Blues,2
1995,Jamie Tape,Tigers,2
1995,Scott Burns,Magpies,2
1995,Wayne Lamb,Lions,2
1995,Chris Grant,Bulldogs,2
1995,Darryl White,Bears,2
1995,Rod Keogh,Saints,1
1995,Mark Graham,Hawks,1
1995,Tony McGuinness,Crows,1
1995,Aaron Lord,Cats,1
1995,Ryan O'Connor,Bombers,1
1995,Mark Roberts,Kangaroos,1
1995,Greg Stafford,Swans,1
1995,Jason Baldwin,Lions,1
1995,Gary O'Donnell,Bombers,1
1995,Stuart Anderson,Kangaroos,1
1995,David Muir,Dockers,1
1995,Paul Brown,Cats,1
1995,Don Pyke,Eagles,1
1995,Dale Kickett,Dockers,1
1995,Mitchell White,Eagles,1
1995,Matthew Connell,Crows,1
1995,Glenn Archer,Kangaroos,1
1995,Sean Wight,Demons,1
1995,Matthew Liptak,Crows,1
1995,Justin Peckett,Saints,1
1995,Tim Hargreaves,Hawks,1
1995,Aaron James,Magpies,1
1995,Joel Smith,Saints,1
1995,Chris Naish,Tigers,1
1995,Jon Hassall,Magpies,1
1995,Brad Sholl,Cats,1
1995,Stephen Silvagni,Blues,1
1995,Troy Gray,Swans,1
1995,Gary Dhurrkay,Dockers,1
1995,Lee Walker,Magpies,1
1995,Alex McDonald,Hawks,1
1995,Gavin Brown,Magpies,1
1995,Michael Symons,Bombers,1
1995,Greg Dear,Tigers,1
1995,Andrew Collins,Hawks,1
1995,Paul Salmon,Bombers,1
1995,Chris Mainwaring,Eagles,1
1995,Stephen Wallis,Bulldogs,1
1995,Ilija Grgic,Bulldogs,1
1995,Richard Osborne,Bulldogs,1
1995,Daniel Southern,Bulldogs,1
1995,Marcus Ashcroft,Bears,1
1995,Michael McLean,Bears,1
1995,Ross Lyon,Bears,1
1995,Shaun Hart,Bears,1
1995,Craig McRae,Bears,1
1996,Corey McKernan,Kangaroos,21
1996,James Hird W,Bombers,21
1996,Michael Voss W,Bears,21
1996,Nathan Burke,Saints,20
1996,Chris Grant,Bulldogs,20
1996,Garry Hocking,Cats,19
1996,Paul Salmon,Hawks,18
1996,Stewart Loewe,Saints,17
1996,Robert Harvey,Saints,17
1996,Justin Charles,Tigers,17
1996,Guy McKenna,Eagles,17
1996,John Platten,Hawks,15
1996,Mark Merenda,Tigers,15
1996,Wayne Carey,Kangaroos,15
1996,Tony Lockett,Swans,14
1996,Paul Kelly,Swans,14
1996,Paul Roos,Swans,14
1996,Adrian Fletcher,Bears,14
1996,Matthew Richardson,Tigers,13
1996,Scott Russell,Magpies,13
1996,Anthony Koutoufides,Blues,12
1996,Fraser Brown,Blues,12
1996,Chris Mainwaring,Eagles,12
1996,Jim Stynes,Demons,11
1996,Jason Dunstall,Hawks,11
1996,Shane Crawford,Hawks,11
1996,Paul Broderick,Tigers,11
1996,Nathan Buckley,Magpies,11
1996,David Neitz,Demons,10
1996,Peter Riccardi,Cats,10
1996,Tony Francis,Magpies,10
1996,Shaun McManus,Dockers,9
1996,Greg Stafford,Swans,9
1996,Peter Matera,Eagles,9
1996,Darren Jarman,Crows,9
1996,Mark Mercuri,Bombers,9
1996,Nigel Lappin,Bears,9
1996,Craig Lambert,Bears,9
1996,Dean Kemp,Eagles,8
1996,Matthew Clarke,Bears,8
1996,Scott Chisholm,Dockers,7
1996,Greg Williams,Blues,7
1996,David Pittman,Crows,7
1996,Brett Ratten,Blues,7
1996,Andrew Dunkley,Swans,7
1996,Troy Luff,Swans,7
1996,Tony Liberatore,Bulldogs,7
1996,Andrew Jarman,Crows,6
1996,Paul Couch,Cats,6
1996,Craig Bradley,Blues,6
1996,Craig Sholl,Kangaroos,6
1996,Mitchell White,Eagles,6
1996,Paul Williams,Magpies,6
1996,Stephen Tingay,Demons,6
1996,Wayne Schwass,Kangaroos,6
1996,Joe Misiti,Bombers,6
1996,Martin Pike,Lions,6
1996,Brad Sholl,Cats,6
1996,Nick Daffy,Tigers,6
1996,Gavin Mitchell,Dockers,6
1996,Michael Sexton,Blues,6
1996,Stuart Maxfield,Swans,6
1996,Andrew Bews,Bears,6
1996,Tony McGuinness,Crows,5
1996,Andrew Donnelly,Eagles,5
1996,Matthew Young,Saints,5
1996,Adrian Hickmott,Blues,5
1996,Daniel Bandy,Dockers,5
1996,Liam Pickering,Cats,5
1996,David King,Kangaroos,5
1996,Gary Ablett,Cats,5
1996,Glenn Archer,Kangaroos,5
1996,Chris Bond,Tigers,5
1996,Scott Camporeale,Blues,5
1996,Craig Callaghan,Dockers,5
1996,Chris Johnson,Lions,5
1996,Stephen Silvagni,Blues,5
1996,Rod Jameson,Crows,5
1996,Scott Wynd,Bulldogs,5
1996,Richard Champion,Bears,5
1996,Shaun Hart,Bears,5
1996,David Sierakowski,Saints,4
1996,Fraser Gehrig,Eagles,4
1996,Drew Banfield,Eagles,4
1996,John Blakey,Kangaroos,4
1996,Darren Crocker,Kangaroos,4
1996,Gary O'Donnell,Bombers,4
1996,Brett Lovett,Demons,4
1996,Glenn Manton,Blues,4
1996,Dale Kickett,Dockers,4
1996,Gavin Wanganeen,Bombers,4
1996,Andrew Obst,Demons,4
1996,Wayne Campbell,Tigers,4
1996,Leigh Colbert,Cats,4
1996,Shannon Grant,Swans,4
1996,Craig O'Brien,Swans,4
1996,Glen Jakovich,Eagles,4
1996,Matthew Robran,Crows,4
1996,Glenn Kilpatrick,Cats,4
1996,Anthony Lovell,Eagles,4
1996,Rohan Smith,Bulldogs,4
1996,Jason Akermanis,Bears,4
1996,Mark Graham,Hawks,3
1996,Nick Holland,Hawks,3
1996,Anthony Rock,Kangaroos,3
1996,Richard Taylor,Hawks,3
1996,Jeff White,Dockers,3
1996,Sean Denham,Bombers,3
1996,David Mensch,Cats,3
1996,Andrew McGovern,Dockers,3
1996,Matthew Rogers,Tigers,3
1996,Darren Bewick,Bombers,3
1996,Ben Cousins,Eagles,3
1996,Tony Evans,Eagles,3
1996,Peter Somerville,Bombers,3
1996,Michael McGuane,Magpies,3
1996,Kevin Dyson,Swans,3
1996,Matthew Liptak,Crows,3
1996,Matthew Lloyd,Bombers,3
1996,Daryn Cresswell,Swans,3
1996,Ben Doolan,Bombers,3
1996,Mark Harvey,Bombers,3
1996,Saverio Rocca,Magpies,3
1996,Justin Madden,Blues,3
1996,Ang Christou,Blues,3
1996,Chris Langford,Hawks,3
1996,Peter Bell,Kangaroos,3
1996,Andrew Schauble,Magpies,3
1996,Peter Mann,Dockers,3
1996,Derek Hall,Cats,3
1996,Mark Bickley,Crows,3
1996,Steven Kretiuk,Bulldogs,3
1996,Richard Osborne,Bulldogs,3
1996,Anthony Stevens,Kangaroos,2
1996,Scott Cummings,Bombers,2
1996,Dale Lewis,Swans,2
1996,Jason Ball,Eagles,2
1996,Mark Roberts,Kangaroos,2
1996,Shaun Smith,Demons,2
1996,Matthew Primus,Lions,2
1996,Craig Nettelbeck,Demons,2
1996,Quenton Leach,Dockers,2
1996,Wade Chapman,Swans,2
1996,Ashley McIntosh,Eagles,2
1996,Scott Bamford,Lions,2
1996,Tim McGrath,Cats,2
1996,Anthony Mellington,Lions,2
1996,Todd Viney,Demons,2
1996,Alastair Clarkson,Demons,2
1996,Daniel Harford,Hawks,2
1996,John Rombotis,Lions,2
1996,Damian Monkhorst,Magpies,2
1996,Brent Heaver,Blues,2
1996,Shane Parker,Dockers,2
1996,Michael Mansfield,Cats,2
1996,Brendon Gale,Tigers,2
1996,Craig Turley,Demons,2
1996,Michael Symons,Bombers,2
1996,Che Cockatoo-Collins,Bombers,2
1996,Robert AhMat,Magpies,2
1996,Ben Hart,Crows,2
1996,Nigel Kellett,Bulldogs,2
1996,Luke Darcy,Bulldogs,2
1996,Jose Romero,Bulldogs,2
1996,Brad Johnson,Bulldogs,2
1996,Justin Leppitsch,Bears,2
1996,Alastair Lynch,Bears,2
1996,Tony Modra,Crows,1
1996,Winston Abraham,Dockers,1
1996,Jarrad Schofield,Eagles,1
1996,Adam Heuskes,Swans,1
1996,Stuart Anderson,Kangaroos,1
1996,Ronnie Burns,Cats,1
1996,Gavin Crosisca,Magpies,1
1996,Austinn Jones,Saints,1
1996,Ricky Olarenshaw,Bombers,1
1996,Nigel Smart,Crows,1
1996,Glenn Lovett,Demons,1
1996,Daniel Chick,Hawks,1
1996,Justin Peckett,Saints,1
1996,Brayden Lyle,Eagles,1
1996,Duncan Kellaway,Tigers,1
1996,Kym Koster,Crows,1
1996,Joel Smith,Saints,1
1996,Chris Naish,Tigers,1
1996,Luke Toia,Dockers,1
1996,Dustin Fletcher,Bombers,1
1996,Matthew Febey,Demons,1
1996,David Calthorpe,Bombers,1
1996,Chris Daniher,Bombers,1
1996,Jamie Shanahan,Saints,1
1996,Dean Rice,Blues,1
1996,Gavin Brown,Magpies,1
1996,Stephen Kernahan,Blues,1
1996,Robert Scott,Kangaroos,1
1996,Jamie Tape,Tigers,1
1996,Matt Clape,Blues,1
1996,Nicky Winmar,Saints,1
1996,Simon Atkins,Lions,1
1996,Scott Burns,Magpies,1
1996,Michael O'Loughlin,Swans,1
1996,Derek Kickett,Swans,1
1996,Peter Quill,Bulldogs,1
1996,Matthew Croft,Bulldogs,1
1996,Paul Dimattina,Bulldogs,1
1996,Scott West,Bulldogs,1
1996,Andrew Gowers,Bears,1
1996,Craig McRae,Bears,1
1997,Chris Grant,Bulldogs,27
1997,Robert Harvey W,Saints,26
1997,Peter Matera,Eagles,21
1997,Paul Kelly,Swans,21
1997,Mark Ricciuto,Crows,18
1997,Nathan Burke,Saints,18
1997,Brad Sholl,Cats,16
1997,Andrew Wills,Dockers,15
1997,Craig Bradley,Blues,15
1997,Dale Lewis,Swans,13
1997,Darren Jarman,Crows,13
1997,Paul Salmon,Hawks,13
1997,Nathan Buckley,Magpies,13
1997,Stewart Loewe,Saints,12
1997,David King,Kangaroos,12
1997,Darren Gaspar,Tigers,12
1997,Brett Ratten,Blues,12
1997,Gavin Wanganeen,Power,11
1997,Scott Russell,Magpies,11
1997,Nigel Lappin,Lions,11
1997,Corey McKernan,Kangaroos,10
1997,Paul Williams,Magpies,10
1997,Tony Liberatore,Bulldogs,10
1997,Gavin Brown,Magpies,10
1997,Glenn Kilpatrick,Cats,10
1997,Matthew Primus,Power,9
1997,Todd Viney,Demons,9
1997,Matthew Richardson,Tigers,9
1997,Daniel Harford,Hawks,9
1997,Adrian Fletcher,Lions,8
1997,Paul Lynch,Cats,8
1997,Kym Koster,Crows,8
1997,Wayne Schwass,Kangaroos,8
1997,Matthew Knights,Tigers,8
1997,Brendon Lade,Power,8
1997,Anthony Stevens,Kangaroos,7
1997,Aaron Lord,Hawks,7
1997,Chris Lewis,Eagles,7
1997,Peter Riccardi,Cats,7
1997,Liam Pickering,Cats,7
1997,Paul Dimattina,Bulldogs,7
1997,Luke Darcy,Bulldogs,7
1997,Matthew Lloyd,Bombers,7
1997,Paul Roos,Swans,7
1997,Dean Kemp,Eagles,7
1997,Shane Bond,Power,7
1997,Martin Pike,Kangaroos,7
1997,Shaun Hart,Lions,7
1997,Paul Broderick,Tigers,7
1997,Steven King,Cats,6
1997,Nick Holland,Hawks,6
1997,Paul Symmons,Eagles,6
1997,Nigel Smart,Crows,6
1997,Anthony Koutoufides,Blues,6
1997,Ben Graham,Cats,6
1997,Michael Wilson,Power,6
1997,Wayne Campbell,Tigers,6
1997,Leigh Colbert,Cats,6
1997,Daryn Cresswell,Swans,6
1997,Brayden Lyle,Power,6
1997,Luke Toia,Dockers,6
1997,Joe Misiti,Bombers,6
1997,Jason Heatley,Saints,6
1997,Troy Cook,Swans,6
1997,John Barnes,Cats,6
1997,Fraser Gehrig,Eagles,5
1997,Shaun McManus,Dockers,5
1997,John Platten,Hawks,5
1997,Peter Everitt,Saints,5
1997,Quenton Leach,Dockers,5
1997,Austinn Jones,Saints,5
1997,Jarrod Molloy,Lions,5
1997,Ilija Grgic,Eagles,5
1997,Craig Callaghan,Dockers,5
1997,Stephen Silvagni,Blues,5
1997,Shayne Breuer,Power,5
1997,Rod Jameson,Crows,5
1997,Stefan Carey,Swans,5
1997,Michael Mansfield,Cats,5
1997,Clive Waterhouse,Dockers,5
1997,Craig Treleven,Hawks,5
1997,Matthew Robran,Crows,5
1997,Danny Dickfos,Lions,5
1997,Stephen Paxman,Power,5
1997,Jeff Farmer,Demons,5
1997,Derek Hall,Cats,5
1997,Scott West,Bulldogs,5
1997,Drew Banfield,Eagles,4
1997,Jim Stynes,Demons,4
1997,Adam Heuskes,Power,4
1997,Gavin Crosisca,Magpies,4
1997,Dale Kickett,Dockers,4
1997,Stephen Patterson,Magpies,4
1997,Glenn Archer,Kangaroos,4
1997,Justin Peckett,Saints,4
1997,Dustin Fletcher,Bombers,4
1997,Saverio Rocca,Magpies,4
