season,player,team,votes
2020,Jonathon Ceglar,Hawks,2
2020,Mitchell Wallis,Bulldogs,2
2020,Marc Murphy,Blues,2
2020,Zak Butters,Power,2
2020,Andrew McPherson,Crows,2
2020,Thomas Liberatore,Bulldogs,2
2020,Mitchell Brown,Demons,2
2020,Jack Riewoldt,Tigers,2
2020,Daniel Rich,Lions,2
2020,Brent Daniels,Giants,2
2020,Shaun Higgins,Kangaroos,2
2020,Luke McDonald,Kangaroos,2
2020,Tom Phillips,Magpies,2
2020,Jack Billings,Saints,2
2020,Nick Hind,Saints,2
2020,Blake Acres,Dockers,2
2020,Peter Ladhams,Power,2
2020,Adam Saad,Bombers,2
2020,Jarrod Witts,Suns,2
2020,Derek Eggmolesse-Smith,Tigers,2
2020,Justin Westhoff,Power,2
2020,Anthony McDonald-Tipungwuti,Bombers,2
2020,Josh Daicos,Magpies,2
2020,Darcy Byrne-Jones,Power,2
2020,Ben Ainsworth,Suns,2
2020,Callum Mills,Swans,2
2020,Oliver Florent,Swans,2
2020,Ben King,Suns,1
2020,Eric Hipwood,Lions,1
2020,Zac Fisher,Blues,1
2020,Harrison Himmelberg,Giants,1
2020,Izak Rankine,Suns,1
2020,Liam Ryan,Eagles,1
2020,Gary Ablett,Cats,1
2020,Jacob Hopper,Giants,1
2020,Brad Crouch,Crows,1
2020,Ben Keays,Crows,1
2020,Thomas Stewart,Cats,1
2020,Sam Docherty,Blues,1
2020,Brad Ebert,Power,1
2020,Aaron Hall,Kangaroos,1
2020,Zac Bailey,Lions,1
2020,Ryan Clarke,Swans,1
2020,Dane Rampe,Swans,1
2020,Sebastian Ross,Saints,1
2020,Easton Wood,Bulldogs,1
2020,Jack Newnes,Blues,1
2020,Jared Polec,Kangaroos,1
2020,Brodie Smith,Crows,1
2020,Jake Carlisle,Saints,1
2020,John Noble,Magpies,1
2020,Hamish Hartlett,Power,1
2020,Zachary Williams,Giants,1
2020,Mitch Georgiades,Power,1
2020,Patrick Ryder,Saints,1
2020,Jack Martin,Blues,1
2020,Noah Balta,Tigers,1
2020,Caleb Serong,Dockers,1
2020,Bayley Fritsch,Demons,1
2020,Bailey Williams,Bulldogs,1
2020,Nick Vlastuin,Tigers,1
2020,Joe Daniher,Bombers,1
2020,Shane Edwards,Tigers,1
2020,Kane Farrell,Power,1
2020,Dylan Moore,Hawks,1
2020,Liam Shiels,Hawks,1
2020,Liam Jones,Blues,1
2020,Jed Bews,Cats,1
2020,Alex Sexton,Suns,1
2020,Bachar Houli,Tigers,1
2020,Mitch Robinson,Lions,1
2020,Tom Clurey,Power,1
2020,Jake Aarts,Tigers,1
2020,Jacob Weitering,Blues,1
2020,Karl Amon,Power,1
2020,Lachlan Weller,Suns,1
2020,Angus Brayshaw,Demons,1
2020,Charlie Cameron,Lions,1
2021,Oliver Wines W,Power,36
2021,Marcus Bontempelli,Bulldogs,33
2021,Clayton Oliver,Demons,31
2021,Sam Walsh,Blues,30
2021,Jack Steele,Saints,26
2021,Darcy Parish,Bombers,26
2021,Tom Mitchell,Hawks,25
2021,Travis Boak,Power,25
2021,Christian Petracca,Demons,23
2021,Jarryd Lyons,Lions,23
2021,David Mundy,Dockers,20
2021,Zachary Merrett,Bombers,20
2021,Cameron Guthrie,Cats,18
2021,Callum Mills,Swans,18
2021,Luke Parker,Swans,17
2021,Touk Miller,Suns,17
2021,Max Gawn,Demons,16
2021,Rory Laird,Crows,16
2021,Jacob Hopper,Giants,15
2021,Ben Cunnington,Kangaroos,15
2021,Tim Taranto,Giants,15
2021,Dayne Zorko,Lions,14
2021,Jackson Macrae,Bulldogs,14
2021,Dominic Sheed,Eagles,13
2021,Jaeger O'Meara,Hawks,11
2021,Ben Keays,Crows,11
2021,Dustin Martin,Tigers,11
2021,Joshua Kelly,Giants,11
2021,Luke Dunstan,Saints,11
2021,Jack Crisp,Magpies,11
2021,Karl Amon,Power,11
2021,Andrew Brayshaw,Dockers,10
2021,Tim Kelly,Eagles,10
2021,Hugh McCluggage,Lions,10
2021,Taylor Walker,Crows,9
2021,Andrew Gaff,Eagles,9
2021,Joel Selwood,Cats,9
2021,Brodie Grundy,Magpies,9
2021,Jordan De Goey,Magpies,9
2021,Harry McKay,Blues,8
2021,Thomas Stewart,Cats,8
2021,Chad Wingard,Hawks,8
2021,Callan Ward,Giants,8
2021,Lance Franklin,Swans,8
2021,Jake Stringer,Bombers,8
2021,Lachie Neale,Lions,8
2021,Bailey Smith,Bulldogs,8
2021,Jack Riewoldt,Tigers,8
2021,Tom McDonald,Demons,8
2021,Josh Kennedy,Swans,8
2021,Noah Anderson,Suns,8
2021,Isaac Heeney,Swans,8
2021,Sean Darcy,Dockers,7
2021,Adam Treloar,Bulldogs,7
2021,Rory Lobb,Dockers,7
2021,Aliir Aliir,Power,7
2021,Brandan Parfitt,Cats,6
2021,Toby Greene,Giants,6
2021,Patrick Dangerfield,Cats,6
2021,Oscar Allen,Eagles,6
2021,Jeremy Cameron,Cats,6
2021,Lachie Whitfield,Giants,6
2021,Jordan Dawson,Swans,6
2021,Scott Pendlebury,Magpies,6
2021,Daniel Rich,Lions,6
2021,Tom Green,Giants,6
2021,Tom Hawkins,Cats,6
2021,Shai Bolton,Tigers,5
2021,Brad Crouch,Saints,5
2021,Josh Bruce,Bulldogs,5
2021,Taylor Adams,Magpies,5
2021,Brandon Ellis,Suns,5
2021,Nicholas Naitanui,Eagles,5
2021,Caleb Serong,Dockers,5
2021,Patrick Cripps,Blues,5
2021,Reilly O'Brien,Crows,5
2021,Tarryn Thomas,Kangaroos,5
2021,Peter Wright,Bombers,5
2021,Dan Houston,Power,5
2021,Jake Lever,Demons,5
2021,Paul Seedsman,Crows,4
2021,Luke Davies-Uniacke,Kangaroos,4
2021,Zac Bailey,Lions,4
2021,Caleb Daniel,Bulldogs,4
2021,Bradley Hill,Saints,4
2021,Elliot Yeo,Eagles,4
2021,Sam Draper,Bombers,4
2021,Zach Tuohy,Cats,4
2021,Mitchell Duncan,Cats,4
2021,Jack Darling,Eagles,4
2021,Thomas Liberatore,Bulldogs,4
2021,Joe Daniher,Lions,4
2021,Jack Henry,Cats,4
2021,Zak Jones,Saints,4
2021,Rowan Marshall,Saints,4
2021,Tom Papley,Swans,4
2021,Edward Curnow,Blues,4
2021,Tom Hickey,Swans,4
2021,Ben King,Suns,3
2021,Max King,Saints,3
2021,Adam Cerra,Dockers,3
2021,Trent Cotchin,Tigers,3
2021,Jordan Ridley,Bombers,3
2021,Lachlan Henderson,Cats,3
2021,Jaidyn Stephenson,Kangaroos,3
2021,Aaron Hall,Kangaroos,3
2021,Jack Graham,Tigers,3
2021,Bailey Dale,Bulldogs,3
2021,Devon Smith,Bombers,3
2021,Luke Ryan,Dockers,3
2021,Nick Larkey,Kangaroos,3
2021,Nathan Fyfe,Dockers,3
2021,Jamie Cripps,Eagles,3
2021,Charlie Ballard,Suns,3
2021,Patrick Ryder,Saints,3
2021,Luke Jackson,Demons,3
2021,Bayley Fritsch,Demons,3
2021,Sam Menegola,Cats,3
2021,Jacob Koschitzke,Hawks,3
2021,Bachar Houli,Tigers,3
2021,Mitch Robinson,Lions,3
2021,Jack Viney,Demons,3
2021,Lincoln McCarthy,Lions,3
2021,Kane Lambert,Tigers,3
2021,Tim Membrey,Saints,3
2021,Toby Nankervis,Tigers,3
2021,Charlie Dixon,Power,3
2021,Josh Dunkley,Bulldogs,3
2021,Timothy English,Bulldogs,3
2021,Jamie Elliott,Magpies,3
2021,Liam Ryan,Eagles,2
2021,Will Hayward,Swans,2
2021,Sam Docherty,Blues,2
2021,Brayden Fiorini,Suns,2
2021,Matthew Taberner,Dockers,2
2021,Jake Lloyd,Swans,2
2021,Quinton Narkle,Cats,2
2021,Archie Perkins,Bombers,2
2021,Jonathon Ceglar,Hawks,2
2021,Brodie Smith,Crows,2
2021,Dion Prestia,Tigers,2
2021,Errol Gulden,Swans,2
2021,Kysaiah Pickett,Demons,2
2021,Samuel Collins,Suns,2
2021,Joshua Kennedy,Eagles,2
2021,Jack Ziebell,Kangaroos,2
2021,Jeremy Finlayson,Giants,2
2021,Jack Billings,Saints,2
2021,Todd Goldstein,Kangaroos,2
2021,Lachlan Sholl,Crows,2
2021,Rory Sloane,Crows,2
2021,Daniel McStay,Lions,2
2021,Andrew McGrath,Bombers,2
2021,Darcy Moore,Magpies,2
2021,Changkuoth Jiath,Hawks,2
2021,Anthony McDonald-Tipungwuti,Bombers,2
2021,Jack Lukosius,Suns,2
2021,Isaac Cumming,Giants,2
2021,Oliver Florent,Swans,2
2021,Eric Hipwood,Lions,1
2021,Jade Gresham,Saints,1
2021,Mason Redman,Bombers,1
2021,Callum Coleman-Jones,Tigers,1
2021,Cooper Sharman,Saints,1
2021,Alec Waterman,Bombers,1
2021,Brendon Ah Chee,Eagles,1
2021,Cale Hooker,Bombers,1
2021,Gary Rohan,Cats,1
2021,Isaac Smith,Cats,1
2021,David Astbury,Tigers,1
2021,Hayden McLean,Swans,1
2021,Cody Weightman,Bulldogs,1
2021,Zak Butters,Power,1
2021,Connor Rozee,Power,1
2021,Mitch Georgiades,Power,1
2021,Shaun Higgins,Cats,1
2021,Will Day,Hawks,1
2021,Chad Warner,Swans,1
2021,Jack Redden,Eagles,1
2021,Christian Salem,Demons,1
2021,Jeremy Sharp,Suns,1
2021,Dylan Grimes,Tigers,1
2021,Liam Jones,Blues,1
2021,Cameron Zurhaar,Kangaroos,1
2021,Oscar McInerney,Lions,1
2021,George Hewett,Swans,1
2021,Sam Switkowski,Dockers,1
2021,Robbie Gray,Power,1
2021,Liam Baker,Tigers,1
2021,Mabior Chol,Tigers,1
2021,Mark O'Connor,Cats,1
2021,Tom Barrass,Eagles,1
2021,Josh Corbett,Suns,1
2021,Jack Scrimshaw,Hawks,1
2021,Jacob Weitering,Blues,1
2021,Jy Simpkin,Kangaroos,1
2021,Jack Higgins,Saints,1
2021,Paddy Dow,Blues,1
2021,Steven May,Demons,1
2021,Charlie Cameron,Lions,1
2022,Patrick Cripps W,Blues,29
2022,Lachie Neale,Lions,28
2022,Touk Miller,Suns,27
2022,Andrew Brayshaw,Dockers,25
2022,Clayton Oliver,Demons,25
2022,Christian Petracca,Demons,24
2022,Callum Mills,Swans,21
2022,Jeremy Cameron,Cats,19
2022,Dion Prestia,Tigers,19
2022,Zachary Merrett,Bombers,17
2022,Luke Parker,Swans,16
2022,Karl Amon,Power,15
2022,Taylor Walker,Crows,14
2022,Tom Lynch,Tigers,14
2022,Connor Rozee,Power,14
2022,Sam Walsh,Blues,14
2022,Hugh McCluggage,Lions,14
2022,Noah Anderson,Suns,14
2022,Josh Dunkley,Bulldogs,14
2022,Jack Steele,Saints,13
2022,Cameron Guthrie,Cats,13
2022,Joshua Kelly,Giants,13
2022,Oliver Wines,Power,13
2022,Shai Bolton,Tigers,12
2022,Max Gawn,Demons,12
2022,Chad Warner,Swans,12
2022,Ben Keays,Crows,11
2022,Nick Daicos,Magpies,11
2022,Jai Newcombe,Hawks,11
2022,Jackson Macrae,Bulldogs,11
2022,Jack Crisp,Magpies,11
2022,Charlie Curnow,Blues,11
2022,Sam Powell-Pepper,Power,11
2022,Will Brodie,Dockers,11
2022,Brad Crouch,Saints,10
2022,Travis Boak,Power,10
2022,Bailey Smith,Bulldogs,10
2022,Marcus Bontempelli,Bulldogs,10
2022,Rory Laird,Crows,10
2022,Jordan De Goey,Magpies,10
2022,Thomas Stewart,Cats,9
2022,Sam Docherty,Blues,9
2022,Tom Mitchell,Hawks,9
2022,Jack Sinclair,Saints,9
2022,Mark Blicavs,Cats,9
2022,Luke Davies-Uniacke,Kangaroos,8
2022,Lance Franklin,Swans,8
2022,Jordan Dawson,Crows,8
2022,Tom Hawkins,Cats,8
2022,Peter Wright,Bombers,8
2022,Harry McKay,Blues,7
2022,Ed Langdon,Demons,7
2022,Thomas Liberatore,Bulldogs,7
2022,Rory Lobb,Dockers,7
2022,Jack Viney,Demons,7
2022,James Sicily,Hawks,7
2022,Isaac Heeney,Swans,7
2022,Jack Higgins,Saints,7
2022,Jarryd Lyons,Lions,7
2022,Angus Brayshaw,Demons,7
2022,Max King,Saints,6
2022,Sean Darcy,Dockers,6
2022,Patrick Dangerfield,Cats,6
2022,Aaron Naughton,Bulldogs,6
2022,Adam Treloar,Bulldogs,6
2022,Joshua Kennedy,Eagles,6
2022,Jayden Short,Tigers,6
2022,Lachlan Schultz,Dockers,6
2022,Tyson Stengle,Cats,6
2022,Liam Baker,Tigers,6
2022,Changkuoth Jiath,Hawks,6
2022,Tim Taranto,Giants,6
2022,Jy Simpkin,Kangaroos,6
2022,Darcy Parish,Bombers,6
2022,Timothy English,Bulldogs,6
2022,Adam Cerra,Blues,5
2022,Harrison Himmelberg,Giants,5
2022,Jade Gresham,Saints,5
2022,Trent Cotchin,Tigers,5
2022,Dayne Zorko,Lions,5
2022,Mason Redman,Bombers,5
2022,Zac Bailey,Lions,5
2022,Brandon Ellis,Suns,5
2022,Nick Larkey,Kangaroos,5
2022,Zach Tuohy,Cats,5
2022,David Swallow,Suns,5
2022,Isaac Smith,Cats,5
2022,Jesse Hogan,Giants,5
2022,Caleb Serong,Dockers,5
2022,Tom Papley,Swans,5
2022,Hayden Young,Dockers,5
2022,Cameron Rayner,Lions,4
2022,Matthew Kennedy,Blues,4
2022,Patrick Lipinski,Magpies,4
2022,Stephen Coniglio,Giants,4
2022,Darcy Cameron,Magpies,4
2022,David Mundy,Dockers,4
2022,Bradley Hill,Saints,4
2022,Dylan Shiel,Bombers,4
2022,Mitchell Duncan,Cats,4
2022,Matt Rowell,Suns,4
2022,Joel Selwood,Cats,4
2022,Kysaiah Pickett,Demons,4
2022,Patrick Ryder,Saints,4
2022,Jack Ziebell,Kangaroos,4
2022,Tom Green,Giants,4
2022,Peter Ladhams,Swans,4
2022,George Hewett,Blues,4
2022,Jarrod Witts,Suns,4
2022,Josh Daicos,Magpies,4
2022,Lachlan Weller,Suns,4
2022,Brayden Fiorini,Suns,3
2022,Tim Kelly,Eagles,3
2022,Toby Greene,Giants,3
2022,Matthew Taberner,Dockers,3
2022,Bailey Dale,Bulldogs,3
2022,Luke Ryan,Dockers,3
2022,Mitchell Lewis,Hawks,3
2022,Callum Brown,Giants,3
2022,Jack Gunston,Hawks,3
2022,Luke Breust,Hawks,3
2022,Errol Gulden,Swans,3
2022,Zak Butters,Power,3
2022,Steele Sidebottom,Magpies,3
2022,James Aish,Dockers,3
2022,Blake Acres,Dockers,3
2022,Daniel Hannebery,Saints,3
2022,Cameron Zurhaar,Kangaroos,3
2022,Rowan Marshall,Saints,3
2022,Jack Ginnivan,Magpies,3
2022,Adam Saad,Blues,3
2022,Brody Mihocek,Magpies,3
2022,Toby Nankervis,Tigers,3
2022,Todd Marshall,Power,3
2022,Mabior Chol,Suns,3
2022,Dan Houston,Power,3
2022,Jamie Elliott,Magpies,3
2022,Charlie Cameron,Lions,3
2022,Ben Long,Saints,2
2022,Izak Rankine,Suns,2
2022,Jaeger O'Meara,Hawks,2
2022,Tom McCartin,Swans,2
2022,Taylor Adams,Magpies,2
2022,Rhys Mathieson,Lions,2
2022,Jack Graham,Tigers,2
2022,Dustin Martin,Tigers,2
2022,Lachie Whitfield,Giants,2
2022,Jake Stringer,Bombers,2
2022,Jeremy McGovern,Eagles,2
2022,Max Holmes,Cats,2
2022,Nicholas Martin,Bombers,2
2022,Jack Darling,Eagles,2
2022,Jamarra Ugle-Hagan,Bulldogs,2
2022,Sam Berry,Crows,2
2022,Scott Pendlebury,Magpies,2
2022,Luke Jackson,Demons,2
2022,Noah Balta,Tigers,2
2022,Sam Menegola,Cats,2
2022,Justin McInerney,Swans,2
2022,Luke McDonald,Kangaroos,2
2022,Sam Reid,Swans,2
2022,Tom McDonald,Demons,2
2022,Reilly O'Brien,Crows,2
2022,Daniel McStay,Lions,2
2022,Connor Budarick,Suns,2
2022,Nic Newman,Blues,2
2022,Mason Wood,Saints,2
2022,Darcy Fogarty,Crows,2
2022,Jarrod Berry,Lions,2
2022,Hugh Greenwood,Kangaroos,2
2022,James Harmes,Demons,2
2022,Marlion Pickett,Tigers,2
2022,Jordan Ridley,Bombers,1
2022,Bailey Scott,Kangaroos,1
2022,Callan Ward,Giants,1
2022,Jake Lloyd,Swans,1
2022,Willie Rioli,Eagles,1
2022,James Peatling,Giants,1
2022,Sebastian Ross,Saints,1
2022,Sam Draper,Bombers,1
2022,Daniel Butler,Saints,1
2022,Josh Rachele,Crows,1
2022,Andrew Gaff,Eagles,1
2022,Jake Melksham,Demons,1
2022,Brodie Smith,Crows,1
2022,Jack Hayes,Saints,1
2022,Tanner Bruhn,Giants,1
2022,Oliver Henry,Magpies,1
2022,Zachary Williams,Blues,1
2022,Jordan Clark,Dockers,1
2022,Jack Riewoldt,Tigers,1
2022,Sam Taylor,Giants,1
2022,Keidean Coleman,Lions,1
2022,Jeremy Finlayson,Power,1
2022,Nathan Broad,Tigers,1
2022,Nick Hind,Bombers,1
2022,Dylan Moore,Hawks,1
2022,Brodie Grundy,Magpies,1
2022,Alex Sexton,Suns,1
2022,Lincoln McCarthy,Lions,1
2022,Tim Membrey,Saints,1
2022,Alex Pearce,Dockers,1
2022,Ben Ainsworth,Suns,1
2022,Charlie Dixon,Power,1
2022,Jake Lever,Demons,1
2022,Mason Cox,Magpies,1
2022,Isaac Cumming,Giants,1
2023,Lachie Neale W,Lions,31
2023,Marcus Bontempelli,Bulldogs,29
2023,Nick Daicos,Magpies,28
2023,Errol Gulden,Swans,27
2023,Zak Butters,Power,27
2023,Christian Petracca,Demons,26
2023,Caleb Serong,Dockers,24
2023,Jack Viney,Demons,24
2023,Patrick Cripps,Blues,22
2023,Noah Anderson,Suns,22
2023,Connor Rozee,Power,21
2023,Jack Sinclair,Saints,21
2023,Toby Greene,Giants,20
2023,Jordan Dawson,Crows,20
2023,Rory Laird,Crows,20
2023,Tim Taranto,Tigers,19
2023,Brad Crouch,Saints,18
2023,Jai Newcombe,Hawks,18
2023,Thomas Liberatore,Bulldogs,17
2023,Zachary Merrett,Bombers,17
2023,Charlie Curnow,Blues,17
2023,Jason Horne-Francis,Power,16
2023,Taylor Walker,Crows,16
2023,Tom Green,Giants,16
2023,Chad Warner,Swans,16
2023,Jack Steele,Saints,15
2023,Darcy Parish,Bombers,15
2023,Shai Bolton,Tigers,14
2023,Luke Davies-Uniacke,Kangaroos,13
2023,Jeremy Cameron,Cats,13
2023,Patrick Dangerfield,Cats,12
2023,Tom Mitchell,Magpies,12
2023,Matt Rowell,Suns,12
2023,Joe Daniher,Lions,12
2023,James Sicily,Hawks,12
2023,Tim Kelly,Eagles,11
2023,James Worpel,Hawks,11
2023,Timothy English,Bulldogs,11
2023,Andrew Brayshaw,Dockers,10
2023,Stephen Coniglio,Giants,10
2023,Nicholas Martin,Bombers,10
2023,Will Ashcroft,Lions,10
2023,Luke Parker,Swans,10
2023,Harris Andrews,Lions,8
2023,Dustin Martin,Tigers,8
2023,Joshua Kelly,Giants,8
2023,Will Day,Hawks,8
2023,Josh Daicos,Magpies,8
2023,Jack Lukosius,Suns,8
2023,Jordan De Goey,Magpies,8
2023,Charlie Cameron,Lions,8
2023,Ben King,Suns,7
2023,Izak Rankine,Crows,7
2023,Sam Docherty,Blues,7
2023,Nick Larkey,Kangaroos,7
2023,Max Gawn,Demons,7
2023,Tom Hawkins,Cats,7
2023,Dan Houston,Power,7
2023,Thomas Stewart,Cats,6
2023,Luke Ryan,Dockers,6
2023,Dion Prestia,Tigers,6
2023,Scott Pendlebury,Magpies,6
2023,Luke Jackson,Dockers,6
2023,Noah Balta,Tigers,6
2023,Jeremy Finlayson,Power,6
2023,Dominic Sheed,Eagles,6
2023,Lachlan Schultz,Dockers,6
2023,Jacob Weitering,Blues,6
2023,Clayton Oliver,Demons,6
2023,Max King,Saints,5
2023,Daniel Rioli,Tigers,5
2023,Taylor Adams,Magpies,5
2023,Zac Bailey,Lions,5
2023,Lachie Whitfield,Giants,5
2023,Jamarra Ugle-Hagan,Bulldogs,5
2023,George Hewett,Blues,5
2023,Brody Mihocek,Magpies,5
2023,Nick Blakey,Swans,5
2023,Sam Walsh,Blues,5
2023,Tarryn Thomas,Kangaroos,5
2023,Hayden Young,Dockers,5
2023,Jamie Elliott,Magpies,5
2023,Bailey Scott,Kangaroos,4
2023,Adam Treloar,Bulldogs,4
2023,Nasiah Wanganeen-Milera,Saints,4
2023,Bailey Smith,Bulldogs,4
2023,Bayley Fritsch,Demons,4
2023,Tom Papley,Swans,4
2023,Joel Amartey,Swans,4
2023,Josh Dunkley,Lions,4
2023,Angus Brayshaw,Demons,4
2023,Kyle Langford,Bombers,3
2023,Callan Ward,Giants,3
2023,Bailey Dale,Bulldogs,3
2023,Jake Stringer,Bombers,3
2023,Harry Sheezel,Kangaroos,3
2023,Jack Gunston,Lions,3
2023,Liam Henry,Dockers,3
2023,Andrew Phillips,Bombers,3
2023,Jamie Cripps,Eagles,3
2023,Steele Sidebottom,Magpies,3
2023,Jesse Hogan,Giants,3
2023,Sam Taylor,Giants,3
2023,Keidean Coleman,Lions,3
2023,Blake Acres,Blues,3
2023,Rowan Marshall,Saints,3
2023,Reilly O'Brien,Crows,3
2023,Adam Saad,Blues,3
2023,Bradley Close,Cats,3
2023,Nic Newman,Blues,3
2023,Jamaine Jones,Eagles,3
2023,Alex Pearce,Dockers,3
2023,Liam Baker,Tigers,3
2023,Darcy Fogarty,Crows,3
2023,Darcy Moore,Magpies,3
2023,Aliir Aliir,Power,3
2023,Hugh McCluggage,Lions,3
2023,Lachlan Hunter,Demons,3
2023,Touk Miller,Suns,3
2023,Charlie Dixon,Power,3
2023,Mason Cox,Magpies,3
2023,Jack Higgins,Saints,3
2023,Callum Mills,Swans,3
2023,Mark Blicavs,Cats,3
2023,Steven May,Demons,3
2023,Cameron Rayner,Lions,2
2023,Harry McKay,Blues,2
2023,Gryan Miers,Cats,2
2023,Isaac Quaynor,Magpies,2
2023,Adam Cerra,Blues,2
2023,Trent Cotchin,Tigers,2
2023,Ben Keays,Crows,2
2023,Sean Darcy,Dockers,2
2023,Brayden Fiorini,Suns,2
2023,Caleb Daniel,Bulldogs,2
2023,Aaron Naughton,Bulldogs,2
2023,Jacob Van Rooyen,Demons,2
2023,Jake Melksham,Demons,2
2023,Riley Thilthorpe,Crows,2
2023,Mitchell Duncan,Cats,2
2023,Oliver Henry,Cats,2
2023,Jye Caldwell,Bombers,2
2023,Cody Weightman,Bulldogs,2
2023,Kysaiah Pickett,Demons,2
2023,Jack Ziebell,Kangaroos,2
2023,Harrison Petty,Demons,2
2023,George Wardlaw,Kangaroos,2
2023,Luke Shuey,Eagles,2
2023,Jake Riccardi,Giants,2
2023,Tyson Stengle,Cats,2
2023,Cameron Zurhaar,Kangaroos,2
2023,Rory Sloane,Crows,2
2023,Sam Frost,Hawks,2
2023,Callum Wilkie,Saints,2
2023,Kade Chandler,Demons,2
2023,Jake Waterman,Eagles,2
2023,Andrew McGrath,Bombers,2
2023,Jack Silvagni,Blues,2
2023,Peter Wright,Bombers,2
2023,Jack Crisp,Magpies,2
2023,Isaac Heeney,Swans,2
2023,Karl Amon,Hawks,2
2023,Sam Powell-Pepper,Power,2
2023,Lachlan Weller,Suns,2
2023,Eric Hipwood,Lions,1
2023,Nathan Murphy,Magpies,1
2023,Jordan Ridley,Bombers,1
2023,Jacob Hopper,Tigers,1
2023,Will Hayward,Swans,1
2023,Jaeger O'Meara,Dockers,1
2023,Mason Redman,Bombers,1
2023,Dane Rampe,Swans,1
2023,Mitchell Lewis,Hawks,1
2023,Gary Rohan,Cats,1
2023,Logan McDonald,Swans,1
2023,Will Phillips,Kangaroos,1
2023,Max Holmes,Cats,1
2023,Brodie Smith,Crows,1
2023,Luke Breust,Hawks,1
2023,John Noble,Magpies,1
2023,Hayden McLean,Swans,1
2023,Jake Soligo,Crows,1
2023,Jack Martin,Blues,1
2023,Daniel Rich,Lions,1
2023,Sam Flanders,Suns,1
2023,Bailey Williams,Bulldogs,1
2023,Mattaes Phillipou,Saints,1
2023,Nathan Broad,Tigers,1
2023,Christian Salem,Demons,1
2023,Dylan Moore,Hawks,1
2023,Joshua Weddle,Hawks,1
2023,Rory Lobb,Bulldogs,1
2023,Sam Switkowski,Dockers,1
2023,Jack Ginnivan,Magpies,1
2023,Connor Idun,Giants,1
2023,Bailey Williams,Eagles,1
2023,Todd Marshall,Power,1
2023,Mason Wood,Saints,1
2023,Jarrod Berry,Lions,1
2023,Ben Brown,Demons,1
2023,Tom Atkins,Cats,1
2024,Patrick Cripps W,Blues,45
2024,Nick Daicos,Magpies,38
2024,Zak Butters,Power,29
2024,Caleb Serong,Dockers,28
2024,Isaac Heeney,Swans,28
2024,Tom Green,Giants,27
2024,Adam Treloar,Bulldogs,26
2024,Matt Rowell,Suns,25
2024,Errol Gulden,Swans,25
2024,Jai Newcombe,Hawks,24
2024,Chad Warner,Swans,23
2024,Andrew Brayshaw,Dockers,22
2024,Lachie Neale,Lions,22
2024,Jason Horne-Francis,Power,19
2024,Marcus Bontempelli,Bulldogs,19
2024,Luke Davies-Uniacke,Kangaroos,18
2024,Jordan Dawson,Crows,18
2024,Zachary Merrett,Bombers,18
2024,Jeremy Cameron,Cats,16
2024,Rowan Marshall,Saints,16
2024,Sam Walsh,Blues,16
2024,Christian Petracca,Demons,16
2024,Harry Sheezel,Kangaroos,15
2024,Nicholas Martin,Bombers,15
2024,Jesse Hogan,Giants,15
2024,James Worpel,Hawks,14
2024,Noah Anderson,Suns,14
2024,Max Gawn,Demons,13
2024,Dayne Zorko,Lions,12
2024,Thomas Stewart,Cats,12
2024,Connor Rozee,Power,12
2024,Sam Flanders,Suns,12
2024,Hugh McCluggage,Lions,12
2024,Hayden Young,Dockers,12
2024,Jack Sinclair,Saints,11
2024,Oliver Wines,Power,11
2024,Josh Dunkley,Lions,11
2024,Toby Greene,Giants,10
2024,Max Holmes,Cats,10
2024,Thomas Liberatore,Bulldogs,10
2024,Jack Steele,Saints,9
2024,Bailey Dale,Bulldogs,9
2024,Lachie Whitfield,Giants,9
2024,Dylan Moore,Hawks,9
2024,Elliot Yeo,Eagles,8
2024,Nasiah Wanganeen-Milera,Saints,8
2024,Jye Caldwell,Bombers,8
2024,Will Day,Hawks,8
2024,Joe Daniher,Lions,8
2024,Jack Viney,Demons,8
2024,Tom Papley,Swans,8
2024,Jordan De Goey,Magpies,8
2024,Luke Ryan,Dockers,7
2024,Tanner Bruhn,Cats,7
2024,Jake Soligo,Crows,7
2024,Harley Reid,Eagles,7
2024,Trent Rivers,Demons,7
2024,Rory Laird,Crows,7
2024,Jake Waterman,Eagles,7
2024,Cameron Rayner,Lions,6
2024,Harry McKay,Blues,6
2024,Kyle Langford,Bombers,6
2024,Sam Durham,Bombers,6
2024,Finn Callaghan,Giants,6
2024,Joshua Kelly,Giants,6
2024,Ed Richards,Bulldogs,6
2024,Shai Bolton,Tigers,5
2024,Izak Rankine,Crows,5
2024,Patrick Lipinski,Magpies,5
2024,Tim Kelly,Eagles,5
2024,Bradley Hill,Saints,5
2024,Ed Langdon,Demons,5
2024,Massimo D'Ambrosio,Hawks,5
2024,Touk Miller,Suns,5
2024,Tim Taranto,Tigers,5
2024,Jack Crisp,Magpies,5
2024,Clayton Oliver,Demons,5
2024,Eric Hipwood,Lions,4
2024,Daniel Rioli,Tigers,4
2024,Ben Keays,Crows,4
2024,Aaron Naughton,Bulldogs,4
2024,Sebastian Ross,Saints,4
2024,Jordan Clark,Dockers,4
2024,Luke Jackson,Dockers,4
2024,James Rowbottom,Swans,4
2024,Bayley Fritsch,Demons,4
2024,Blake Acres,Blues,4
2024,Matt Crouch,Crows,4
2024,Zach Guthrie,Cats,4
2024,Todd Marshall,Power,4
